Registro ANS;CNPJ;RazÆo Social;Nome Fantasia;Modalidade;Logradouro;N£mero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endere‡o eletr“nico;Representante;Cargo Representante;Data Registro ANS
387185;3,40113E+13;ASSOCIA€ÇO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO;AFRERJ;AutogestÆo;RUA SETE DE SETEMBRO;55;25 § ANDAR;CENTRO;Rio de Janeiro;RJ;20050004;21;35345555;22525756;amafrerj@afrerj.org.br;ALOISIO DA CUNHA TAVARES;PRESIDENTE;16/12/1998
330281;9,30624E+12;ASSOCIA€ÇO DOS AUDITORES FISCAIS DO ESTADO DA PARAÖBA - AFRAFEP;AFRAFEP - SAUDE;AutogestÆo;RUA CONSELHEIRO HENRIQUES;45;;CENTRO;JoÆo Pessoa;PB;58010690;83;30485640;;admin@afrafepsaude.com.br;ELAINE CARVALHO CESAR FELIX;PRESIDENTE;22/12/1998
384704;1,31704E+13;ASSOCIA€ÇO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITA€ÇO E OBRAS PéBLICAS - ASSEC;ASSEC;AutogestÆo;AV. ADLIA FRANCO;3035;;DIA;Aracaju;SE;49048010;;;;assec_cehop@bol.com.br;ROBRIO GOIS DOS SANTOS;PRESIDENTE;30/12/1998
382639;9,29111E+13;ASSOCIA€ÇO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC;AFISVEC - SAéDE;AutogestÆo;RUA URUGUAI;155;CONJ.1010;CENTRO;Porto Alegre;RS;90010140;51;32244922;32244922;saude@afisvec.org.br;MARCELO RAMOS DE MELLO;PRESIDENTE;28/12/1998
306754;2,99149E+11;ASSOCIA€ÇO DOS FUNCIONµRIOS DO FISCO DO ESTADO DE GOIµS;AFFEGO-SAéDE;AutogestÆo;RUA 83;218;QUADRA F-15, LOTE 26;SETOR SUL;Goiƒnia;GO;74083020;6;230967600;232185991;walima@affego.com.br;HUGO MARIA DïASSUN€ÇO;REPRESENTANTE;23/12/1998
388092;4,50325E+12;ASSOCIA€ÇO DOS FUNCIONµRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM;AFFEAM SAéDE;AutogestÆo;RUA FRANCO DE Sµ;812;1§ ANDAR;SÇO FRANCISCO;Manaus;AM;69079210;92;36634315;36111640;affeamsaude@affeam.com.br;LIBERMAN BICHARA MORENO;PRESIDENTE;31/12/1998
417599;9,2741E+13;ASSOCIA€AO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL;AFPERGS;Medicina de Grupo;RUA DOS ANDRADAS;846;;CENTRO;Porto Alegre;RS;90020006;51;32841500;;najara.bandeira@afpergs.com.br;EGYDIO FUCHS;DIRETOR VICE PRESIDENTE;28/09/2010
343129;1,31008E+13;ASSOCIACAO DOS PROFESSORES UNIVERSITµRIOS DA BAHIA;APUB SAéDE;AutogestÆo;RUA CESAR ZAMA;136;;BARRA;Salvador;BA;40140030;71;21039200;32473381;apubsaude@apubsaude.com.br;LUIZ ALBERTO BASTOS PETITINGA;PRESIDENTE DO CONSELHO DELIBERATIVO ;28/12/1998
420093;1,30832E+13;ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM;ASSEM;AutogestÆo;AV DOUTOR CARLOS RODRIGUES DA CRUZ;401;;CAPUCHO;Aracaju;SE;49081015;79;32593150;32593150;ASSEM_SE@YAHOO.COM.BR;JOS LUIZ ROCHA;PRESIDENTE;14/04/2016
335754;1,4799E+13;ASSOCIA€ÇO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA;ASFEB;AutogestÆo;RUA DR. JOS PEROBA;149;EDF ELDORADO 1§ ANDAR SL: 101/102;STIEP;Salvador;BA;41770235;71;22012205;33417182;coordennacaomedica@asfeb.org.br;CLEUDES CERQUEIRA DE FREITAS;PRESIDENTE;23/12/1998
309028;2,9168E+13;ASSOCIA€ÇO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO;ASSIST;Medicina de Grupo;RUA SENADOR DANTAS;117;SALA 316;CENTRO;Rio de Janeiro;RJ;20031911;2;122106325;122106325;assist@assist.org.br;GERALDO DA COSTA LEITE;DIRETOR PRESIDENTE;19/01/1999
419591;2,01608E+13;ASSOCIA€ÇO DOS SERVIDORES PéBLICOS DA ADMINISTRA€ÇO DIRETA DO GOVERNO DO ESTADO DO PARµ - ASPARµ;ASPARµ;AutogestÆo;AVENIDA SENADOR LEMOS;904;;UMARIZAL;Bel‚m;PA;66050000;91;32251521;;ASPARA@ASPARA.COM.BR;GERALDO HENRIQUE DE OLIVEIRA NOGUEIRA;PRESIDENTE;21/10/2014
342556;8,75474E+13;ASSOCIA€ÇO DR. BARTHOLOMEU TACCHINI;PLANO DE SAéDE TACCHIMED;Filantropia;RUA JOS MµRIO MONACO;358;;CENTRO;Bento Gon‡alves;RS;95700068;54;34554333;34554333;tacchimed@tacchini.com.br;HILTON ROESE MANCIO;SUPERINTENDENTE;22/12/1998
326755;7,86138E+13;ASSOCIA€ÇO EVANGELICA BENEFICENTE DE LONDRINA;ASSOCIA€ÇO EVANGELICA BENEFICENTE DE LONDRINA;Filantropia;AV. BANDEIRANTES;618;;JD. LONDRILAR;Londrina;PR;86015900;43;33781000;33241315;planohospitalar@planohospitalar.org.br;LINCOLN VIEIRA MAGALHÇES;REPRESENTANTE LEGAL;22/12/1998
422053;3,39222E+13;ASSOCIA€ÇO FCA SAéDE;FCA SAUDE PE/PB;AutogestÆo;AV CONTORNO;3455;GALPAO 6 ANDAR 2 PARTE B;DISTR IND PAULO CAMILO SUL;Betim;MG;32669900;31;34023812;;pepb.fcasaude@fcagroup.com;CRISTIANE DE OLIVEIRA ROQUE PAIXÇO;Diretora;03/12/2019
416584;8,88327E+12;ASSOCIA€ÇO FUNDO DE PROTE€ÇO · SAéDE;FUPS;AutogestÆo;RUA FIORAVANTE JOÇO FERRI;99;;JARDIM ALVORADA;Campo MourÆo;PR;87308445;;;;fups@fups.com.br;GILDO ALVES PEREIRA;REPRESENTANTE;07/03/2008
402206;2,22014E+12;ASSOCIA€ÇO GOIANA DO MINISTRIO PéBLICO;AGMP;AutogestÆo;RUA T-29 C/ T-9;1758;;SETOR BUENO;Goiƒnia;GO;74215050;62;32856660;32511798;informatica@agmp.org.br;VALRIA CRISTINA DE PAULA MAGALHÇES;DIRETORA GERAL;17/03/1999
421618;3,07246E+13;ASSOCIA€ÇO HOSPITAL SAéDE DE VARGEM GRANDE DO SUL;HOSPITAL SAéDE;Medicina de Grupo;Pra‡a Nossa Senhora Aparecida;61;Sala 01;Nossa Senhora Aparecida;Vargem Grande do Sul;SP;13880000;19;36419300;;associacaohsvgsul@gmail.com;WAGNER VILELA CIPOLLA;PRESIDENTE;08/04/2019
419150;1,53233E+13;ASSOCIA€ÇO MAIS SAéDE SANTA CASA DE SÇO JOÇO DA BOA VISTA;MAIS SAéDE SANTA CASA;Medicina de Grupo;RUA CONSELHEIRO ANTONIO PRADO;301;;CENTRO;SÆo JoÆo da Boa Vista;SP;13870250;19;36344440;;DIRETORIA@MAISSAUDESANTACASA.COM.BR;MARCOS CSAR CASTILHO;PRESIDENTE;22/10/2013
418854;1,57876E+13;ASSOCIA€ÇO METROPOLITANA DE ASSISTÒNCIA · SAéDE;;Medicina de Grupo;RUA PEDRO JOS SENGER;577;;VILA HARO;Sorocaba;SP;18015000;15;34118375;34118375;ADMINISTRACAO@STASAUDE.COM.BR;JOS ROBELIO BELOTE;DIRETOR EXECUTIVO;02/05/2013
417211;1,11778E+13;ASSOCIA€ÇO MINEIRA DE ASSISTÒNCIA · SAéDE DOS MEMBROS DO MINISTRIO PéBLICO;AMMP SAéDE;AutogestÆo;RUA TIMBIRAS;2928;3§ ANDAR;BARRO PRETO;Belo Horizonte;MG;30140062;31;21054878;25326391;saude@ammpsaude.org.br;FABRÖCIO MARQUES FERRAGINI;DIRETOR DE SAéDE;09/04/2010
420158;2,38693E+13;ASSOCIA€ÇO PADRE ALBINO SAéDE;PADRE ALBINO SAUDE;Medicina de Grupo;RUA BELEM;423;;CENTRO;Catanduva;SP;15800280;17;33113716;;ADMINISTRACAO@PADREALBINOSAUDE.COM.BR;ROSA VICENTE HERNANDEZ;DIRETORA EXECUTIVA;06/07/2016
420816;2,51412E+13;ASSOCIA€ÇO PADRE PIO PLANOS DE SAéDE;PADRE PIO PLANOS DE SAéDE;Medicina de Grupo;Rua Jos‚ Antunes Azevedo Filho;70;;Jardim Nova It lia;Limeira;SP;13484401;19;34467711;;plano.pe.pio@humanitaria.com.br;CESAR LUIS DERMONDE;Diretor Presidente;09/06/2017
418617;1,20495E+13;ASSOCIA€ÇO PARANAENSE DE ASSISTÒNCIA · SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANµ;PROMED;AutogestÆo;RUA MATEUS LEME;2018;2§ ANDAR;CENTRO CÖVICO;Curitiba;PR;80530010;41;33522855;33522855;PROMED@APMPPR.ORG.BR;ANDRE TIAGO PASTERNAK GLITZ;PRESIDENTE;08/10/2012
422631;3,94276E+13;ASSOCIA€ÇO PETROBRAS DE SAéDE - APS;;AutogestÆo;Avenida Rep£blica do Chile;65;Sala 302;Centro;Rio de Janeiro;RJ;20031170;21;36292187;;cgomes@petrobras.com.br;CARLOS ALBERTO SIQUEIRA GOMES;Diretor de Administra‡Æo ;28/01/2021
419974;1,9512E+13;ASSOCIA€ÇO PLAME DE SAéDE;PLAMESC- PLANO MDICO SANTA CASA;Medicina de Grupo;RUA PINTO RIBEIRO;205;;CENTRO;Barra Mansa;RJ;27310420;24;33233775;;PLAMESC@SCBM.ORG.BR;JOÇO CARLOS GAMA RIBEIRO;DIRETOR ADMINISTRATIVO;18/11/2015
419958;2,09618E+13;ASSOCIA€ÇO PLANO DE SAéDE SANTA CASA DE VALINHOS;PLANO DE SAéDE SANTA CASA DE VALINHOS;Medicina de Grupo;AV. JOAQUIM ALVES CORREA;4371;;PARQUE NOVA SUI€A;Valinhos;SP;13271430;19;38296699;;ANNEPLANO@SANTACASADEVALINHOS.COM.BR;CELSO BELTRAMINI;PRESIDENTE;09/11/2015
409413;4,44803E+11;ASSOCIA€ÇO POLICIAL DE ASSISTÒNCIA A SAéDE;APAS FERNANDOPOLIS;AutogestÆo;AV. LÖBERO DE ALMEIDA SILVARES;3014;;COESTER;Fernand¢polis;SP;15603087;17;34628371;;gerencia@apasfernandopolis.com;IVAN CESAR BELENTANI;PRESIDENTE;27/10/1999
406937;5,72725E+13;ASSOCIA€ÇO POLICIAL DE ASSISTÒNCIA · SAéDE;APAS/MARILIA;AutogestÆo;RUA RIO GRANDE DO SUL;121;CASA;CENTRO;Mar¡lia;SP;17509130;14;34020870;34331313;apasmari@terra.com.br;EDVALDO COEV;PRESIDENTE;04/08/1999
406813;5,97661E+13;ASSOCIA€ÇO POLICIAL DE ASSISTÒNCIA · SAéDE;APAS ANDRADINA;AutogestÆo;RUA SÇO PAULO;757;;CENTRO;Andradina;SP;16901009;18;37224315;37224315;apas@apasandradina.com.br;ANDRE LUIZ CALDEIRA;DIRETOR PRESIDENTE;06/08/1999
410128;7,15593E+13;ASSOCIA€ÇO POLICIAL DE ASSISTÒNCIA · SAéDE;APAS SAéDE SOROCABA;AutogestÆo;RUA CONDE D'EU;292;;VILA BOA VISTA;Sorocaba;SP;18030040;15;33317092;;contato@apas-sorocaba.com.br;SILVRIO LEME FILHO;PRESIDENTE;30/11/1999
409405;6,42842E+11;ASSOCIA€ÇO POLICIAL DE ASSISTÒNCIA · SAéDE - VALE DO RIBEIRA;APAS VALE  DO RIBEIRA;AutogestÆo;RUA SHITIRO MAEJI;619;;CENTRO;Registro;SP;11900000;13;38211083;38211083;apasrgt@terra.com.br;EVERALDO FIGUEIREDO CALEGARI;PRESIDENTE;26/10/1999
410110;34259000153;ASSOCIA€ÇO POLICIAL DE ASSISTÒNCIA A SAéDE DA BAIXADA SANTISTA;APAS BAIXADA SANTISTA;AutogestÆo;RUA CARVALHO DE MENDON€A;335;;VILA BELMIRO;Santos;SP;11070101;13;32265000;32265000;apas@apassantos.com.br;OSCAR PEREIRA DA SILVA;DIRETOR PRESIDENTE;03/11/1999
414212;5,97621E+13;ASSOCIA€ÇO POLICIAL DE ASSISTÒNCIA · SAéDE DE ARA€ATUBA (APAS);ASSOCIA€ÇO POLICIAL DE ASSISTÒNCIA · SAéDE DE ARA€ATUBA;AutogestÆo;RUA RIO DE JANEIRO;120;CASA;VILA MENDON€A;Ara‡atuba;SP;16015150;18;36235389;36251497;apas.administrativo@apasaracatuba.com.br;OSNY HENRIQUE CALDEIRA;DIRETOR-PRESIDENTE;28/08/2001
407569;7,29164E+13;ASSOCIA€ÇO POLICIAL DE ASSISTÒNCIA · SAéDE DE BARRETOS;APAS- BARRETOS;AutogestÆo;AVENIDA 23;1337;;CENTRO;Barretos;SP;14780320;17;33229844;33225133;apasbarretos@terra.com.br;ANTONIO ALVES;DIRETOR PRESIDENTE;20/08/1999
406945;1,47571E+11;ASSOCIA€ÇO POLICIAL DE ASSISTÒNCIA · SAéDE DE BAURU;APAS BAURU;AutogestÆo;RUA MARIA JOS;1-71;QUADRA 1;CENTRO;Bauru;SP;17015440;14;32145500;32145501;apas@apasbauru.com.br;BENEDITO ROBERTO MEIRA;DIRETOR PRESIDENTE;04/08/1999
408093;6,64933E+13;ASSOCIA€ÇO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU;APAS-BOTUCATU;AutogestÆo;RUA PRUDENTE DE MORAES;217;;CENTRO;Botucatu;SP;18602060;14;38155199;38155199;apasbtu@terra.com.br;ALEKSANDER TOALDO LACERDA;DIRETOR PRESIDENTE;14/09/1999
408026;6,6569E+11;ASSOCIA€ÇO POLICIAL DE ASSISTÒNCIA · SAéDE DE DRACENA;APAS DE DRACENA;AutogestÆo;RUA PRINCESA ISABEL;1215;;CENTRO;Dracena;SP;17900000;18;38213990;38213997;apasdrac@terra.com.br;CLAUDINÒ DE OLIVEIRA CRESPO;PRESIDENTE;06/09/1999
406635;7,15657E+13;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA;APAS/ITAPETININGA;AutogestÆo;RUA DR. COUTINHO;524;;CENTRO;Itapetininga;SP;18200358;15;32732008;32732008;contato@apasitapetininga.com.br;MOISES MACHADO DE CAMPOS;REPRESENTANTE;21/07/1999
408034;6,6491E+13;ASSOCIA€ÇO POLICIAL DE ASSISTÒNCIA · SAéDE DE JAé;APAS-JAU;AutogestÆo;RUA DR JOÇO LEITE;652;;CENTRO;Ja£;SP;17201090;1;436214846;436214846;contato@apasjau.com.br;DANIEL FARIAS;PRESIDENTE;08/09/1999
410608;2,0072E+11;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS);APAS - PRESIDENTE PRUDENTE;AutogestÆo;RUA PIONEIRO JOS LORENCETE;420;;JARDIM BONGIOVANI;Presidente Prudente;SP;19050350;;;;apas@apasprudente.com.br;FLµVIO DE OLIVEIRA MARTINEZ;DIRETOR PRESIDENTE;27/01/2000
411248;6,48506E+11;ASSOCIA€ÇO POLICIAL DE ASSISTÒNCIA · SAéDE DE PRESIDENTE VENCESLAU;APAS/PV;AutogestÆo;RUA DUQUE DE CAXIAS;333;;CENTRO;Presidente Venceslau;SP;19400000;18;32713230;32713322;contato@apaspv.com.br;ADAILTON PEDROSA;PRESIDENTE;08/05/2000
408794;7,29183E+13;ASSOCIA€ÇO POLICIAL DE ASSISTÒNCIA · SAéDE DE RIBEIRÇO PRETO (APAS);APAS ASSOCIA€ÇO POLICIAL DE ASSISTÒNCIA A SAéDE RIBEIRÇO PRETO;AutogestÆo;RUA FLORIANO PEIXOTO;1491;;JARDIM SUMARE;RibeirÆo Preto;SP;14025388;16;35055000;35055000;apasrp@apasrp.com.br;CARLOS DO AMARAL;PRESIDENTE;07/10/1999
408263;7,17533E+13;ASSOCIA€ÇO POLICIAL DE ASSISTENCIA · SAUDE DE SAO JOAO DA BOA VISTA;APAS - ASSOCIA€ÇO POLICIAL DE ASSISTÒCIA · SAéDE SJBVISTA;AutogestÆo;AV. PRESIDENTE JOÇO BELCHIOR MARQUES GOU;401;;PARQUE NA€åES ;SÆo JoÆo da Boa Vista;SP;13870579;19;36331494;36338415;apas.sjoao@uol.com.br;CELSO AUGUSTO LUCIO ;DIRETOR PRESIDENTE;15/09/1999
407097;4,90723E+11;ASSOCIA€ÇO POLICIAL MILITAR DE ASSISTÓNCIA A SAéDE;APOMAS;AutogestÆo;PRA€A FELICIO TONELLO;164;;VILA RODRIGUES;Catanduva;SP;15801321;17;35252353;35252353;apomas.cat@uol.com.br;LUIZ CESAR CESTE;DIRETOR PRESIDENTE;11/08/1999
420786;2,48075E+13;ASSOCIA€ÇO SANTA CASA CLÖNICAS DE BIRIGUI;SANTA CASA CLÖNICAS;Medicina de Grupo;RUA MAESTRO ANTONIO PASSARELI;208;;CENTRO;Birigui;SP;16200004;18;36496620;;superintendencia@santacasaclinicas.com.br;MARCOS ANTâNIO VICENTINE;DIRETOR PRESIDENTE;27/03/2017
418803;1,66656E+13;ASSOCIA€ÇO SANTA CASA SAéDE DE ARA€ATUBA;SANTA CASA SAéDE DE ARA€ATUBA;Medicina de Grupo;RUA OSCAR RODRIGUES ALVES;1092;;VILA MENDON‡A;Ara‡atuba;SP;16015030;18;36072720;;SCSAUDEGERENCIA@TERRA.COM.BR;FµBIO JOS BLAYA MARTINEZ;GERENTE ADMINISTRATIVO;25/03/2013
419249;1,83215E+13;ASSOCIA€ÇO SANTA CASA SAéDE DE SÇO JOS DOS CAMPOS;SANTA CASA SAéDE;Medicina de Grupo;AVENIDA DOUTOR JOÇO GUILHERMINO;465;;CENTRO;SÆo Jos‚ dos Campos;SP;12210130;12;38769000;38769015;SANTACASASAUDE@SANTACASASAUDESJC.COM.BR;IVÇ MOLINA ;DIRETOR EXECUTIVO PRESIDENTE;08/01/2014
419141;1,49461E+13;ASSOCIA€ÇO SÇO FRANCISCO VIDA;SÇO FRANCISCO VIDA;Medicina de Grupo;RUA GENERAL CARNEIRO;471;;CENTRO;Jacare¡;SP;12308061;12;38863800;39559595;KIPMAN@TERRA.COM.BR;PEDRO GUIMARAES;DIRETOR SUPERINTENDENTE;15/10/2013
421006;2,70675E+13;ASSOCIA€ÇO SÇO LUIZ SAéDE;SÇO LUIZ SAéDE;Medicina de Grupo;RUA DR. ARMANDO SALLES DE OLIVEIRA;371;;CENTRO;Araras;SP;13600730;19;35435400;;gerenciasls@iscma.com.br;RGIS ROBERTO OLIVRIO;ADMINISTRADOR;29/09/2017
330892;2,90348E+12;ASSOCIA€ÇO SAéDE CONCEI€ÇO;SAéDE CONCEI€ÇO;Medicina de Grupo;RUA VIDAL RAMOS;299;SALA 01;CENTRO;TubarÆo;SC;88701140;48;36317178;36317178;saudeconceicao@saudeconceicao.org.br;BEATRIZ HOBOLD;DIRETORA PRESIDENTE;24/12/1998
418218;1,13367E+13;ASSOCIA€ÇO SAéDE RURAL ALEGRETE;SAéDE RURAL;Medicina de Grupo;RUA GENERAL VITORINO;156;SALA A;CENTRO;Alegrete;RS;97542310;55;34212802;;saude.rural@sauderural.com.br;PEDRO PIRES PÖFFERO;PRESIDENTE;13/09/2011
418919;1,18674E+13;ASSOCIA€ÇO SAéDE SÇO JOS;SAéDE SÇO JOS;Medicina de Grupo;RUA MARECHAL DEODORO;382;TERREO;CENTRO;Crici£ma;SC;88801110;48;34333338;34336242;PLANO@SSJOSE.COM.BR;MARIA FELÖCITA HENZ;PRESIDENTE;13/06/2013
417220;1,07961E+13;ASSOCIA€ÇO SERVI€OS ODONTOLàGICOS DA INDéSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA;ODONTOINDUSTRIA;Odontologia de Grupo;RUA ALVARES MACIEL;59;11§ ANDAR;SANTA EFIGÒNIA;Belo Horizonte;MG;30150250;31;32634600;;lramalho@fiemg.com.br;LEONARDO SOUZA RAMALHO;REPRESENTANTE;09/04/2010
333867;8,97617E+13;ASSOCIA€AO UNISAUDE MARAU;UNISAéDE;Medicina de Grupo;AVENIDA JULIO BORELLA;1240;CONJUNTO 406;CENTRO;Marau;RS;99150000;54;33422179;33422179;unisaude@unisaudemarau.com.br;RUDIMAR LUIS RODEGHERO;DIRETOR GERAL;31/12/1998
420123;2,35572E+13;ASSOCIA€ÇO UNIVIDA SANTA RITA DO PASSA QUATRO;ASSOCIA€ÇO UNIVIDA;Medicina de Grupo;RUA INµCIO RIBEIRO;295;LATERAL MARECHAL DEODORO, N§ 1064;CENTRO;Santa Rita do Passa Quatro;SP;13670000;19;35823259;;gerencia@unividaplanodesaude.com.br;ANTONIO PEDRO PAES;PRESIDENTE;16/05/2016
412635;3,07714E+11;ASSOCIA€ÇO VALEPARAIBANA DE ASSISTÒNCIA MDICA POLICIAL;AVAMP;AutogestÆo;AV MARECHAL DEODORO DA FONSECA;385;;JARDIM SANTA CLARA;Taubat‚;SP;12080000;12;36341266;36213330;diretoria@avamp.com.br;FRANCISCO DE MELLO;PRESIDENTE;16/11/2000
420794;2,37795E+13;ASSOREL BRASIL ADMINISTRADORA DE BENEFICIOS LTDA - EPP;ASSOREL BRASIL;Administradora de Benef¡cios;AVENIDA HISTORIADOR RUBENS DE MENDON€A;1856;14§ ANDAR, SALA 1404;BOSQUE DA SAUDE;Cuiab ;MT;78050000;65;30272470;;carolline@assorelbrasil.com.br;CAROLLINE BRONZEADO DE OLIVEIRA MORILHAS;SàCIA ADMINISTRADORA;26/01/2017
358410;5,09495E+13;ASTRA S/A INDUSTRIA E COMERCIO;ASTRA S/A INDUSTRIA E COMERCIO;AutogestÆo;RUA COLGIO FLORENCE;59;;JARDIM PRIMAVERA;Jundia¡;SP;13209700;11;45837777;;joao.storarri@astra-sa.com;JOAQUIM LUCAS SARTORI COELHO;DIRETOR COMERCIAL;21/12/1998
336874;1,52451E+13;ATEMDE ODONTO SAéDE CLUBE DE BENEFÖCIOS;ATEMDE ODONTO;Odontologia de Grupo;RUA RUI BARBOSA;120;ED. REAL SALA 202;CENTRO;Simäes Filho;BA;43700000;71;34832700;34832711;contabilidade@atemde.com.br;ANTâNIO CLEITON VIEIRA GURGEL;DIRETOR PRESIDENTE E ADMINISTR;17/12/1998
422151;3,47321E+13;ATITUDE SAéDE ASSISTÒNCIA MEDICA LTDA;;Medicina de Grupo;RUA SETE DE SETEMBRO ;55;sala 2303;CENTRO;Rio de Janeiro;RJ;20050004;21;39235406;;HENRIQUE@AMCONTADORES.COM.BR;CARLOS HENRIQUE GABRIEL DOS SANTOS ;SàCIO-ADMINISTRADOR;27/02/2020
320510;6,92892E+13;ATÖVIA SERVI€OS DE SAéDE S/A;;Medicina de Grupo;AVENIDA PREFEITO JOS CRISTOVÇO AROUCA;35;;JD PEREIRA AMPARO;Jacare¡;SP;12327707;12;39543954;39543954;epan01@ativia.com.br;GILBERTO ANTONIO DUMALAKAS;DIRETOR PRESIDENTE;28/12/1998
327417;5,98478E+13;AUSTACLINICAS ASSISTÒNCIA MDICA E HOSPITALAR LTDA;AUSTACLINICAS;Medicina de Grupo;AVENIDA MURCHID HOMSI;1275;;PARQUE CELESTE;SÆo Jos‚ do Rio Preto;SP;15013000;17;32031414;;austaclinicas@austa.com.br;CLµUDIO TAFLA;DIRETOR;21/12/1998
421600;3,12076E+13;A4 ADMINISTRADORA DE BENEFICIOS LTDA;A4 ADMINISTRADORA DE BENEFICIOS ;Administradora de Benef¡cios;Rua do Ros rio;001;Sala 401;CENTRO;Rio de Janeiro;RJ;20041003;21;35531692;;thiago@unimedicasaude.com;SERGIO SOUTELINHO DE AMORIM;ADMINISTRADOR;29/04/2019
418013;1,29032E+13;BACCS ADMINISTRADORA DE BENEFÖCIOS LTDA;BACCS;Administradora de Benef¡cios;AVENIDA DOM SEVERINO;2074;EDIF¡CIO JOS‚ CARVALHO - SALA 104;F TIMA;Teresina;PI;64049375;21;3,23116E+15;;JOHNNY@IBOALAN.COM.BR;ANTâNIO CARLOS ANTUNES BASTOS;SàCIO-ADMINISTRADOR;20/04/2011
346403;6,08516E+13;BARDELLA S/A INDéSTRIAS MEC¶NICAS;BARDELLA S/A INDUSTRIAS MECANICAS;AutogestÆo;AV. ANTONIO BARDELLA;525;;CUMBICA;Guarulhos;SP;7220902;11;24871084;24871068;scsousa@bardella.com.br;SHIE YU FANG;CHEFE DR DEPARTAMENTO;27/01/1999
421251;2,86511E+13;BARUK ADMINISTRADORA DE BENEFÖCIOS LTDA;;Administradora de Benef¡cios;AV. SENADOR µREA LEÇO;2185;TORRE 1, SALAS 701 E 702;SÇO CRISTàVÇO;Teresina;PI;64051090;86;994528954;;kelly.goncalves08@hotmail.com;KELLY LIMA FONSECA GON€ALVES;S¢cia-Administradora;29/03/2018
419257;1,92405E+13;BCI ADMINISTRADORA DE BENEFÖCIOS LTDA.;BCI ADMINISTRADORA DE BENEFÖCIOS;Administradora de Benef¡cios;AVENIDA INDIAN¢POLIS;1597;1§ ANDAR - SALA 02;BAIRRO INDIAN¢POLIS;SÆo Paulo;SP;4063003;11;35253600;;administrativo@bciadministradora.com.br;FILIPE RODRIGUES RIBEIRO DA SILVA;REPRESENTANTE;22/01/2014
419125;7,61195E+12;BEDOIS SERVI€OS DE ADMINISTRA€ÇO DE BENEFÖCIOS LTDA.;BEDOIS SERVI€OS DE ADMINISTRA€ÇO DE BENEFÖCIOS LTDA.;Administradora de Benef¡cios;AVENIDA NILO PE‡ANHA;50;GRUPO 2215 E 2216;CENTRO;Rio de Janeiro;RJ;20002210;21;22124150;22206917;FVIGNOLI@B2SAUDE.COM.BR;ROBERTO FRANCISCO VIGNOLI NUNES;DIRETOR PRESIDENTE;03/10/2013
421332;2,91383E+13;BEM BENEFÖCIOS ADMINISTRADORA LTDA;;Administradora de Benef¡cios;RUA DA QUITANDA;50;SALAS 2201, 2202, 2203;CENTRO;Rio de Janeiro;RJ;20011030;21;22245788;;elaine.almeida@bembeneficios.com.br;ELAINE DE ALMEIDA ALVES;SàCIA;19/07/2018
420697;2,53138E+13;BEM ESTAR ADMINISTRADORA DE BENEFÖCIOS LTDA;;Administradora de Benef¡cios;RUA FELIPE SCHMIDT;679;;CENTRO;Florian¢polis;SC;88010000;48;32297123;;CONTATO@BEMESTARADM.COM.BR;SOLANGE APARECIDA KUCHINISKI;SàCIA ADMINISTRADORA;13/01/2017
417874;8,1926E+12;BEM MAIS ODONTO OPERADORA ODONTOLàGICA LTDA.;BEM MAIS ODONTO OPERADORA ODONTOLàGICA LTDA.;Odontologia de Grupo;RUA JOSEPHINA MANDOTTI;88;;JARDIM MAIA;Guarulhos;SP;7115080;11;23583368;;administrativo@bemmaisodonto.com.br;GILBERTO MAIDA MELLACE JUNIOR;REPRESENTANTE;03/02/2011
318299;8,3506E+13;BENEFICENCIA CAMILIANA DO SUL;PLANO DE SAéDE SÇO CAMILO;Filantropia;RUA ATALIPIO MAGARINOS;318;;CENTRO;Conc¢rdia;SC;89700005;49;34414900;34414934;planosaocamilo@planosaocamilo.com.br;OSMAR EUGÒNIO PENSO;REPRESENTANTE JUNTO · ANS;22/12/1998
421189;2,27091E+13;BENEFICÒNCIA SOCIAL BOM SAMARITANO;HOSPITAL BOM SAMARITANO;Filantropia;R. Ranulfo Alvares;1620;;Vila Isa;Governador Valadares;MG;35044220;33;21016100;;gerenciaadm@hospitalsamaritano.org.br;ELVIS DEIVIS ANDRADE;Superintendente Administrativo;28/06/2018
